L2_beta,L1_beta,RMSE_beta,PredMSE,TPR,FPR,MCC,FDR,CompTime,TP,FP,TN,FN,sel_thresh
0.0110935520793518,0.0294762913322355,0.00350808919124486,0.000124356014052135,1,0,1,0,3.5315421,5,0,5,0,0.01
