tau_mean,tau_median,tau_ci_2p5,tau_ci_97p5,c2_mean,c2_median,c2_ci_2p5,c2_ci_97p5,eta_mean,eta_median,eta_ci_2p5,eta_ci_97p5
1.00661746131838,0.592584026607995,0.114642962313611,3.39796556060835,7.97520401566634,5.85097092583436,1.98987370353717,30.3353281337164,0,0,0,0
