L2_beta,L1_beta,RMSE_beta,PredMSE,TPR,FPR,MCC,FDR,CompTime,TP,FP,TN,FN,sel_thresh
0.0133530220597331,0.0379902502240667,0.00422259633552296,0.000168770771812328,1,0,1,0,6.7490645,5,0,5,0,0.01
