tau_mean,tau_median,tau_ci_2p5,tau_ci_97p5,c2_mean,c2_median,c2_ci_2p5,c2_ci_97p5,eta_mean,eta_median,eta_ci_2p5,eta_ci_97p5
0.527721520148219,0.404446674462013,0.100727296713229,1.55915816460825,7.82010533713897,5.75957539347135,2.06806817394087,27.3505726852092,2.04919867130062,2.03797333782263,0.467102644741415,3.67488738200273
