index,var,truth_label,value,model,model_truth
1,X1,True variable,116.82339100654558,Guided,Guided | True variable
8,X8,Noise variable,0.282753898826657,Unguided,Unguided | Noise variable
9,X9,Noise variable,1.00770598195822,Unguided,Unguided | Noise variable
10,X10,Noise variable,2.66006701606294,Unguided,Unguided | Noise variable
1,X1,True variable,0.107455669690718,Unguided,Unguided | True variable
2,X2,True variable,8.55005654543481,Unguided,Unguided | True variable
3,X3,True variable,0.0100893320941425,Unguided,Unguided | True variable
4,X4,True variable,0.656889217503412,Unguided,Unguided | True variable
5,X5,True variable,0.0380280309059492,Unguided,Unguided | True variable
6,X6,Noise variable,0.0483881051688889,Unguided,Unguided | Noise variable
7,X7,Noise variable,0.0168006618017049,Unguided,Unguided | Noise variable
8,X8,Noise variable,0.0395675581107893,Unguided,Unguided | Noise variable
9,X9,Noise variable,0.0294633628567855,Unguided,Unguided | Noise variable
10,X10,Noise variable,0.0759418384598717,Unguided,Unguided | Noise variable
1,X1,True variable,0.0866470439415255,Unguided,Unguided | True variable
2,X2,True variable,1.5852117451818e-4,Unguided,Unguided | True variable
3,X3,True variable,0.488621648485397,Unguided,Unguided | True variable
4,X4,True variable,0.498720612685533,Unguided,Unguided | True variable
5,X5,True variable,2.49597948287554,Unguided,Unguided | True variable
6,X6,Noise variable,1.08117513161236e-5,Unguided,Unguided | Noise variable
7,X7,Noise variable,0.330254986580174,Unguided,Unguided | Noise variable
8,X8,Noise variable,0.110917175379192,Unguided,Unguided | Noise variable
9,X9,Noise variable,0.0367571049274665,Unguided,Unguided | Noise variable
10,X10,Noise variable,0.127149126346092,Unguided,Unguided | Noise variable
1,X1,True variable,1.22726129300997,Unguided,Unguided | True variable
2,X2,True variable,2.1343214945581,Unguided,Unguided | True variable
3,X3,True variable,6.01066484258126,Unguided,Unguided | True variable
4,X4,True variable,0.0200954711429629,Unguided,Unguided | True variable
5,X5,True variable,0.0393024423009162,Unguided,Unguided | True variable
6,X6,Noise variable,0.0605541892805034,Unguided,Unguided | Noise variable
7,X7,Noise variable,0.104697182422722,Unguided,Unguided | Noise variable
8,X8,Noise variable,0.0851179042659588,Unguided,Unguided | Noise variable
9,X9,Noise variable,0.0504448518748636,Unguided,Unguided | Noise variable
10,X10,Noise variable,0.00139298494414995,Unguided,Unguided | Noise variable
1,X1,True variable,0.360129170541612,Unguided,Unguided | True variable
2,X2,True variable,1.76438778089434,Unguided,Unguided | True variable
3,X3,True variable,4.8432885988939e-4,Unguided,Unguided | True variable
4,X4,True variable,0.102603204848744,Unguided,Unguided | True variable
5,X5,True variable,0.39613534597895,Unguided,Unguided | True variable
6,X6,Noise variable,5.35588881259902,Unguided,Unguided | Noise variable
7,X7,Noise variable,0.0489372561882504,Unguided,Unguided | Noise variable
8,X8,Noise variable,4.5289398098196e-4,Unguided,Unguided | Noise variable
9,X9,Noise variable,0.00523246224950107,Unguided,Unguided | Noise variable
10,X10,Noise variable,0.204063086194194,Unguided,Unguided | Noise variable
1,X1,True variable,3.10432130457855,Unguided,Unguided | True variable
2,X2,True variable,1.31321703658949e-6,Unguided,Unguided | True variable
