sigma2,tau,c2,eta,active_size
0.562090928616897,0.00162676211278233,13.1328115768931,0.0712781802035226,212
0.56071929473784,0.00162745506308229,15.7684863337746,0.074309599899832,209
0.556493074684662,0.0016343160233172,5.35347342147861,0.0742194014148079,207
0.558865473570037,0.00164063118410417,8.38906058360073,0.0750082746165456,210
0.555172160211151,0.00164917064907937,8.73671334809414,0.0715027404112937,210
0.552348510023814,0.001654011440827,13.4618287898969,0.0693554536875007,214
0.547609138473691,0.00165839087640034,6.73715987440732,0.0694317737569161,219
0.547570875724138,0.00165892764957008,8.93527105496113,0.0670584929292936,211
0.543919077432825,0.00165741834221576,10.7099212396057,0.0756536860103511,211
0.539242927557257,0.00165868768648967,7.85724936501791,0.080149191720432,212
0.534292266590114,0.00166424798131995,12.1356013884343,0.0850112704747713,212
0.528878294893429,0.00167138667232004,7.33001576307419,0.0887417614681476,213
0.531115830157866,0.00166324976923808,17.3478374336507,0.0827160106178458,211
0.526317588620235,0.00166948348867872,7.2881868536804,0.0870580458944303,217
0.52470461396364,0.00167101848758539,9.83841827981622,0.0846905613738718,214
0.522973726099235,0.00167141769307992,11.8508636818551,0.0839039204154094,211
0.520264264833722,0.00167301466264719,10.271459458164,0.0864479379180353,206
0.520400145503438,0.00167601587915096,14.8234213459778,0.0756737495994947,214
0.510009582287037,0.00168777420087721,8.24110417123137,0.0769819621984604,212
0.506884786831526,0.0016940369263909,7.89545398457048,0.0800835734432089,210
0.503715535513044,0.00169719313827806,17.2981930059863,0.0705279488014133,211
0.502558303150189,0.00170514816456279,10.3547037456422,0.0818704276374602,211
0.498885360287716,0.00171525899240258,14.7796215006509,0.0811063245535198,209
0.501665483916241,0.00171335099941682,15.8068850381929,0.0786881877132505,212
0.50322100489538,0.00171142011128076,8.50176750099839,0.0849488181574126,209
0.501523767992891,0.00171390666377669,9.39167501078362,0.079570759691047,208
0.497212988989967,0.00171789892693484,11.4254737185927,0.077537631602809,214
0.494382356257473,0.00172310793464515,8.01415098037934,0.0759116453036354,210
0.493497462348981,0.00172498645001278,15.0974450206544,0.0740864532072861,209
0.492596221761876,0.00172672528660031,7.33077112878772,0.0758725959424676,216
0.489842984408249,0.00173329061952456,12.8194070840631,0.080730620920951,211
0.486078224904128,0.00173818366409541,9.74141200909731,0.0811181696377527,211
0.485533865331922,0.00173720655264368,9.31498397543013,0.0848370870295695,210
0.483816948339981,0.00173689900476987,8.98820385535561,0.0909495510942026,215
0.480552005060248,0.00173944051568747,7.68686856839884,0.0981650962095357,211
0.478921397040676,0.00174294594142694,13.5925463218877,0.0989954652472975,209
0.477110334348076,0.00174032537075932,9.72738999032465,0.0987467815791907,217
0.476231243034758,0.00173910846256502,12.8332522199665,0.0969687761484872,207
0.477041942349033,0.00173639958953066,17.4280669994386,0.0950793481383864,205
0.473952635281573,0.00174609855312826,9.24825991655947,0.0973931808318646,211
0.475119191310019,0.00174431101604597,5.4569324314077,0.0929127079006745,214
0.473452991036637,0.00174549272027207,11.3893411699357,0.0862440841190392,212
0.471343372482442,0.00174651782783675,12.4081542274387,0.0772491822811734,210
0.473094886014288,0.00175009804027327,9.54646630430553,0.0759896672719944,211
0.471500322076471,0.0017502296464441,13.3036784127063,0.0768867253334101,211
0.470458660654015,0.00174958417034407,12.4870038112013,0.0764638932011212,216
0.470901989086636,0.00173995533162847,8.31889365310345,0.0845917279300388,208
0.470710139858737,0.00173498560265405,11.3288233697434,0.072675594584985,209
0.471063721234463,0.00173762274909326,8.33837011258313,0.0709864644677461,212
