n,p,n_train,n_test,beta_summary,rmse_test,mae_test,corr_test,r2_test,n_selected,comp_time_sec,y_train_mean,y_train_sd
1051,865859,840,211,mean,6.21019946566044,4.75208289435548,0.97659291247053,0.952622475839799,6,5706.700138,36.5428571428571,27.9674691227741
