sigma2,tau,c2,eta,active_size
0.376144548005565,0.00122533420776377,12.6090983565848,2.15113460146913e-06,10005
0.374124348887981,0.00123138560905985,9.97063325350664,1.2353903226597e-06,10005
0.37601459765286,0.00122927929042755,7.29377991926925,1.42127917574838e-06,10005
0.37429913427111,0.00123171390589842,6.32737672488986,6.57654519712398e-07,10005
0.369947030287527,0.0012435603136624,19.127997539189,9.96274007199238e-07,10005
0.36857510187472,0.00124649414527326,9.38690159530905,5.10575174108565e-07,10005
0.367434669223724,0.00124578760906073,17.668155015057,3.27379763822178e-06,10005
0.366102405751267,0.00125075233088476,8.59761674077168,1.34369401853355e-06,10005
0.364729523524636,0.00125982159153884,9.38468913901545,3.57396937482724e-07,10005
0.361524444165699,0.0012624941561697,7.20363045408509,1.00409935360742e-07,10005
0.359414381744941,0.0012640759007912,7.38686043743825,8.0200616750691e-07,10005
0.356612363278763,0.00126559132357506,6.86699246145545,1.10215981563896e-06,10005
0.354745918238944,0.0012665644314639,10.0691915453763,8.20728255670547e-07,10005
0.353295958531207,0.001263817462095,7.92959914366336,3.69479340629074e-07,10005
0.349706029851735,0.00126706540847108,10.3101774095679,5.72133039972636e-07,10005
0.347022185129916,0.00127316520116499,9.03495835706051,1.18208261714328e-06,10005
0.347678461295563,0.00127521845975566,9.15944697102156,7.88602115828136e-07,10005
0.347417483542977,0.00127191164295451,10.0218127160874,1.67330897424943e-06,10005
0.345261711227652,0.0012772684672152,12.2769054528708,2.77505433402374e-07,10005
0.338650758958985,0.00128731875256253,10.7070059289353,9.32663289524481e-07,10005
0.335041430731896,0.00129196950723147,10.4736901261254,2.1464734331022e-07,10005
0.332924008944381,0.00129612852250829,16.5274817055979,1.32705920243559e-07,10005
0.330937904021359,0.00129816708625689,10.5687267669541,1.54190425296576e-06,10005
0.328137437161561,0.00130298270300963,11.6178000318039,7.02893270423275e-07,10005
0.32636306916269,0.00130292226277474,11.7947245252349,6.128076706589e-07,10005
0.325525279984789,0.00130218420542509,7.76665428934792,7.81529426877887e-07,10005
0.321170749191255,0.00130271172657865,7.67712321225217,5.0117374761473e-07,10005
0.323968080983424,0.00130228419309582,10.4424268821199,3.101809826226e-07,10005
0.319874742829494,0.0013037718487302,12.2819449434067,1.92844581837903e-07,10005
0.318622767957603,0.00130253357896627,10.2534663260264,4.97070139103009e-07,10005
0.315546127302689,0.00130859439862901,9.27471542149843,1.48512776182683e-06,10005
0.313671656331193,0.0013142618574019,16.2034630742754,7.90370202977526e-07,10005
0.311282167389242,0.00131732030235916,9.04936421631041,3.49601155118295e-07,10005
0.31069556435162,0.00131814902971558,9.03004389905267,1.21796979401527e-06,10005
0.31035029412306,0.00131825081487841,8.57288611201,1.07613810788806e-06,10005
0.309299865432148,0.0013180257880439,8.61648519778065,1.18580480369016e-06,10005
0.30766576883735,0.001316479286441,17.1128740328616,3.30750846948392e-07,10005
0.306336653376944,0.00132125208825152,7.06509153106362,1.41041943317718e-07,10005
0.305440456034567,0.00132254978787916,10.7447669666288,7.49854357818309e-07,10005
0.306447747499968,0.00132461207085021,10.7619162382619,1.2483577389731e-07,10005
0.305613883590919,0.00132813190301013,13.7929596031597,7.79570387689734e-08,10005
0.303652370720444,0.0013291769560559,12.9383550349049,2.5272952976571e-07,10005
0.303062604549399,0.00133182902434981,7.90671560343841,9.21147614414273e-07,10005
0.303357891943505,0.00132997950881352,16.4168596598209,1.07876166827799e-06,10005
0.301562479748417,0.00133164828351356,9.4124496808546,1.76626853873664e-06,10005
0.297678092925228,0.00133688367053997,8.7645773908726,5.8291843401323e-07,10005
0.294998228822226,0.00133478329178407,8.66104333509377,1.09089249796611e-06,10005
0.293121201110218,0.00133666116691393,7.47207602111546,3.10178566223559e-06,10005
0.290400386569278,0.00134023897228567,12.9830956412728,3.62531489222643e-07,10005
0.288821352426708,0.0013416972886921,14.8561331842281,3.35447421829106e-07,10005
0.288844665265505,0.00134383981865167,10.9476998951711,7.72146932241487e-07,10005
0.28995828463871,0.00134214157391026,9.86735381291814,4.88478975028733e-07,10005
0.289720881206103,0.00134310162792898,8.9940126141769,1.34412483316065e-07,10005
0.290985967779938,0.00133880402608351,11.204863341331,1.14899594466056e-06,10005
0.291924428271229,0.00133534896038449,9.17943883763408,9.78891566896621e-07,10005
0.291577752344719,0.0013356941656446,15.9397617244292,1.47637907431902e-06,10005
0.290262154129217,0.00133701867051738,11.0671794286531,7.59069264166016e-07,10005
0.291519942709599,0.00133914799007202,12.3912888867568,1.01192963464967e-07,10005
0.292220340909737,0.00133742375582444,14.1475590178319,1.72048165081459e-07,10005
0.289196750901258,0.00134654861961782,9.58007285882042,1.14299784284791e-06,10005
0.286198169765239,0.00135885249885925,17.9005146547064,3.40472659846936e-07,10005
0.284896463629837,0.00136422260508181,11.2723582307057,1.4356857521951e-07,10005
0.282762759013005,0.00136747528903899,10.8259321003485,2.09805458719961e-06,10005
0.284133897940422,0.00136841181790735,6.56324928202893,1.32221592684468e-07,10005
0.282119546788718,0.00137164470721614,12.9625023307361,7.17981895592722e-07,10005
0.280384843313644,0.00137264230653777,7.64954262737711,2.22809875387518e-07,10005
0.280369039138829,0.00137168117197715,12.3431509410482,4.4326645824411e-07,10005
0.278301803987568,0.00137244250841925,9.86439654897266,1.19672422682584e-06,10005
0.276937185766027,0.00137703152711863,5.8415592908153,9.01007622819278e-07,10005
0.273773653437125,0.0013760094138186,12.0462075948577,3.17240065285358e-07,10005
0.273294890641921,0.00137568455865776,6.87251795719234,1.60341669841163e-07,10005
0.272703928880495,0.00138149396420352,9.96020331376564,6.37064722096937e-07,10005
0.271084162292096,0.00137952941023268,8.1128421246741,3.82373397842664e-07,10005
0.267641189189494,0.00137841961456377,8.08247788396754,5.07652287441868e-07,10005
0.266020047200501,0.00138841748924453,9.81335191892188,2.71233717737088e-07,10005
0.265590665482831,0.00139293112214929,11.5906505776258,1.58244566317763e-06,10005
0.262309589067842,0.00139425286341021,16.7851107525507,1.25188932019355e-07,10005
0.259560684464348,0.00139937712040574,10.2712121603321,1.12239467112673e-06,10005
0.258492995373854,0.00140131968983693,13.6195280859666,3.70904780889268e-07,10005
0.257297312599457,0.00140643707966806,13.2040775863173,1.08038659572414e-06,10005
0.254772863900708,0.00140928182067504,9.72976497027526,7.45075107701901e-07,10005
0.253820897272325,0.0014124325723907,7.37844448926218,5.83882756951454e-07,10005
0.253734353393531,0.00141277361143432,7.32490068866311,1.73441523756449e-06,10005
0.252831723672809,0.00141181528781204,7.51110725160254,6.05640193878028e-07,10005
0.252378721297776,0.00141183102582345,12.6588688209727,1.09450346847861e-06,10005
0.252285833624392,0.00141281075212499,11.6131644047583,5.15755080470351e-07,10005
0.252038120757616,0.00141323263066168,16.7101602414985,1.31633844525717e-06,10005
0.250195919880109,0.00140862428061948,9.98403786199543,6.18372033531407e-07,10005
0.247769418626568,0.00141443642435664,8.52636790957194,1.23159548328558e-06,10005
0.247242768023974,0.0014131877463882,14.7053462288014,1.23355391660501e-06,10005
0.245903095363832,0.00141833218363583,13.2675385445208,1.38323759403591e-06,10005
0.243385859082402,0.00142463373837824,10.4595154754636,1.05411368335091e-06,10005
0.240425794218516,0.00143127609183984,12.7862161462662,9.77091800466198e-07,10005
0.239955796282623,0.0014355359973502,7.25594859812028,9.88075519652727e-07,10005
0.238664702650775,0.00144026273145201,13.216877561951,3.08386521593039e-07,10005
0.238072277535902,0.00144183785982354,16.2812024136321,7.207720585375e-07,10005
0.237117102196546,0.0014455583522841,13.4618536683338,1.67499112234021e-06,10005
0.237400187629223,0.00144428001444581,12.098243140824,5.29411829248177e-10,10005
0.238888448587972,0.00144558109335181,12.6276587009925,1.6995827148091e-06,10005
0.237276974440461,0.00145143845655504,9.12247594201389,3.26270217390418e-07,10005
0.234179978903135,0.00145758257096064,6.44976993767305,2.78474087486546e-07,10005
0.233293489044852,0.00145810841221659,13.7009433613815,6.92626306614878e-07,10005
0.232758080984158,0.00146550357019099,9.43450877581287,2.17083018892048e-08,10005
0.232646827807332,0.00146525857717368,15.7729223665004,3.07685050401138e-07,10005
0.23034037570154,0.00146964551054036,10.6161575683718,1.10517485389669e-06,10005
0.229222574977568,0.00146707571979064,8.99095212547565,2.56730290217637e-07,10005
0.229164785093757,0.00146823145109002,7.30522825056787,6.83325016983737e-07,10005
0.22829755607198,0.00147394858107962,9.23923090574557,2.14017661111962e-07,10005
0.224939957888189,0.00148252459321992,7.42217113358211,9.87729397487044e-07,10005
0.224359780057102,0.00148871504205022,8.92841424937158,8.59149764740132e-07,10005
0.223911849638432,0.00148947927177964,5.03386481837428,4.46712513098284e-07,10005
0.222715775734609,0.00149306609638979,9.12024105153437,3.07432603659029e-07,10005
