sigma2,tau,c2,eta
0.0249850713165626,0.100744876083119,22.6701339964614,0
0.0234007087916214,0.119946308411896,7.10174027742089,0
0.0255543548534568,0.168955045726428,10.464142139997,0
0.024414329372953,0.16772827517812,10.7856957854122,0
0.0234234902715045,0.142578298774665,16.1862253029939,0
0.0261894645120728,0.153408231587545,6.45216035695255,0
0.0242344040155598,0.121270573233631,8.56541816204037,0
0.0240181280311704,0.129371555378445,8.45862589951099,0
0.0236700490671442,0.105705590733955,9.03514257990399,0
0.025754616217123,0.115449298524914,10.9407310507746,0
0.0241628967866788,0.128868672902898,7.41895445272644,0
0.0251907528030274,0.127179211926227,10.0878927973241,0
0.0298712869979583,0.11327724607077,13.5493154518175,0
0.0272617718021533,0.091732694735826,12.5282553571776,0
