feature_index,sis_score,beta_std,selected
132039,808.119844547848,0.188719138313359,1
635340,803.829780247581,0.0208463650160877,1
850436,792.933500852831,0.0338134533214196,1
548013,790.995437339933,0.00602157125601294,0
758788,790.619532281489,-0.0129462988532733,1
53436,789.769014119086,0.0468060326629803,1
291420,787.852099255721,0.0199020503299948,1
783590,784.721652027462,0.00447419778347705,0
550950,784.515477652771,0.00420679385465926,0
87720,780.935861747187,0.0770656542921219,1
594436,772.856617687249,-0.0112816980521095,1
832467,767.873658192823,0.00382038740723619,0
527486,763.918867093201,-0.00624355157235931,0
89683,763.365354927979,-0.00244144331004938,0
431763,762.954982690214,0.000569776077729609,0
376150,759.464909773515,0.0502339250712927,1
130522,758.384302968482,-0.0562525732398101,1
602209,756.29048838839,-0.0974597531748902,1
615298,756.046846223332,0.00360484946188926,0
537846,755.789462274338,0.0113782858985321,1
626698,755.590196798919,0.057436405495143,1
352035,752.847914092935,0.00475503215025502,0
741391,750.789363902712,0.0829795248774437,1
562287,750.63665444229,-0.00811934351895139,0
455987,750.214202703511,-0.00681391438343243,0
540501,749.773271098985,0.0225074574493578,1
565806,749.621863336663,-0.0111185688456637,1
581805,748.892458414549,-0.0145486285695796,1
707949,748.597510656257,0.04326359954895,1
353403,748.228756296629,0.00533672093349362,0
474761,747.776358428167,0.0253131664413988,1
377510,747.68485259022,0.00860883172655186,0
397317,747.629364564606,-0.0171701393297845,1
315990,747.261813706426,0.0200330739249358,1
663516,746.621068922068,0.0299217871698128,1
816612,746.130689376835,-0.010347971992684,1
598490,746.096067541484,-0.0158356863484309,1
86032,745.754500523741,-0.00601866459633752,0
428217,745.712554514231,0.00231853013074598,0
755355,745.397642793597,0.0030655591557663,0
839807,745.220615105124,-0.129703616956464,1
215455,744.695254479965,0.0135387905117781,1
731073,744.629046951385,-0.00159821249689803,0
549320,743.937636587624,-0.00350336269669119,0
379710,743.300565949012,-0.00554557350952769,0
492082,743.082905664757,0.00610296963659626,0
617714,742.462856259251,-0.0340239812686489,1
301479,742.258605997414,0.0111771158257788,1
354459,742.165431175377,0.00437984211607226,0
762240,742.106112819162,0.0617291613840967,1
656518,742.062977483858,-0.00850444730442569,0
386148,741.861324483382,-0.00349979713608716,0
519881,741.636129558218,-0.00307592501050895,0
685427,741.352272162235,-0.0397735020440419,1
505233,741.301873333676,0.0526315770483631,1
681276,740.779037643076,-0.020232522621873,1
671084,739.835555669112,0.0126800953861752,1
242633,739.651973814406,-0.015026379783918,1
559195,739.604459521096,-0.000988919193717421,0
396806,739.570613980606,0.00406762361251861,0
690083,739.460066602724,0.0207433214945378,1
575324,739.36339742589,0.0123550534620014,1
788715,739.287940479661,-0.00443281194218114,0
662478,738.88200280893,0.00143363684853527,0
202961,738.496547337393,0.000781603319125428,0
695934,738.440491572735,-0.0214331611389875,1
809744,738.30337992308,0.0101270635615633,1
558468,738.26587958063,0.00667297592985662,0
167020,738.253304345169,-0.00979260883507968,0
203019,738.240077428479,-0.0360569998322725,1
555965,737.89521592373,0.000451748510118049,0
300302,737.456722422606,-0.031129382617736,1
777035,737.426892401344,-0.00764143002867109,0
786319,737.393112765457,-0.0122217611187481,1
237705,737.358455735129,0.0119041385122118,1
659993,737.00904873676,0.00650156545428274,0
459708,736.838552533152,-0.00275618596874414,0
684764,736.678212708924,-0.00348920431653286,0
604364,736.622044989083,-0.0190690867931065,1
137668,736.586069362038,-0.00899981121229988,0
252198,736.233909570882,-0.0162092793672773,1
537943,736.127520969967,0.00730153472518335,0
339550,736.11898769714,0.0429845961345437,1
567382,735.815057964131,0.135157282727517,1
638877,735.686931628354,-0.0106314107327127,1
380257,735.496761560231,0.000955307006468419,0
215467,735.422320426078,-0.078379378383224,1
836032,735.096729430483,-0.00323571802337833,0
624850,734.735127526407,-0.0074080634695514,0
781239,734.718545647724,0.0505513120927517,1
724936,734.437266962947,-0.0372976069755328,1
540329,733.987906607448,-0.00597214396842893,0
180784,733.332902880727,0.0118308610211238,1
747511,733.303161378224,0.0544120014065738,1
732583,733.300819388384,-0.0425861158305526,1
179028,733.227349680283,0.0531852553086727,1
756592,733.218839049705,0.0519730559019444,1
459199,733.020357654045,0.0137566138125262,1
787987,733.014683090399,-0.000211503421190883,0
566904,732.486629168805,-0.00792619423619893,0
850283,732.431071487168,-0.00858011745494814,0
579358,732.36273787536,3.3105218040781e-05,0
411978,732.321828202364,-0.00557531832474269,0
133115,732.25759706374,-0.015272015082973,1
142715,732.093387775751,-0.0356185680623777,1
419117,732.068447195955,-0.005363977137636,0
330329,731.512964781415,0.0116406145746508,1
422757,731.270310887965,-0.0191566965497477,1
252072,731.2229850218,-0.0288193096637419,1
113154,731.221686684841,-0.00208797433729463,0
271193,731.143273217581,-0.0101055553265791,1
653284,730.954233047293,-0.0109860349112512,1
627352,730.869171730798,-0.0141754700631989,1
713717,730.574781031217,-0.00307654189156761,0
222033,730.432904415912,-0.0125970215990028,1
8971,730.370479967788,-0.0249221277300441,1
605627,730.366649138656,0.00402101715479301,0
736439,729.942558278774,0.0063531955556339,0
332919,729.916607959807,-0.00346038726163216,0
357226,729.841927997252,0.0290204734186586,1
493726,729.687267767786,-0.00407272842138785,0
612490,729.478520659552,-0.00215614898404368,0
323116,729.468665850828,0.0281022550649572,1
252390,729.367799083716,0.0252665477500387,1
