rank,index,beta_mean,beta_median,beta_sd,ci_2p5,ci_97p5,beta_mean_raw,beta_median_raw,ci_2p5_raw,ci_97p5_raw,abs_beta_mean,abs_beta_median,post_prob_abs_gt_thresh,selected_mean_thresh,selected_median_thresh,selected_ci_excludes_zero,sign_beta_mean,sign_beta_median
123,5077,-0.00248484838288187,-7.134366679489e-05,0.00862678312235603,-0.0334797185573425,0.00230213008664611,-1.031932,-0.0296283,-13.90379,0.9560512,0.00248484838288187,7.134366679489e-05,0.09,0,0,0,-1,-1
124,119275,-0.0024745504605168,-0.000131873091948856,0.00749176401447372,-0.0298488632876382,0.00238190158091212,-1.058507,-0.05640967,-12.76807,1.018876,0.0024745504605168,0.000131873091948856,0.09,0,0,0,-1,-1
125,45420,-0.00246258953838764,-4.94191821031124e-05,0.0100093281712656,-0.0380384915723741,0.0032024995120546,-15.75612,-0.3161934,-243.3776,20.49021,0.00246258953838764,4.94191821031124e-05,0.0725,0,0,0,-1,-1
126,153500,0.00243583269140077,8.79813780714255e-06,0.0231121211619426,-0.00807636145880809,0.0180768970294908,0.2756433,0.0009956134,-0.9139359,2.045615,0.00243583269140077,8.79813780714255e-06,0.045,0,0,0,1,1
127,133667,-0.00242413269878961,-6.84081505743794e-05,0.00776122876537405,-0.0283684083819166,0.00276335591146573,-0.3839249,-0.01083422,-4.492881,0.4376498,0.00242413269878961,6.84081505743794e-05,0.08875,0,0,0,-1,-1
128,110523,0.00240384985842966,1.33479223204408e-05,0.0210228903671816,-0.00499041811668273,0.0189893687682342,0.277181,0.00153911,-0.5754307,2.189609,0.00240384985842966,1.33479223204408e-05,0.0425,0,0,0,1,1
129,122251,-0.00239154900461475,-9.74275122417979e-05,0.00826090181140349,-0.0325777489172599,0.00198425450243416,-1.227675,-0.05001334,-16.72343,1.018595,0.00239154900461475,9.74275122417979e-05,0.075,0,0,0,-1,-1
130,39231,-0.00234610428641035,-2.11853215840015e-06,0.019534966174906,-0.022915988344337,0.0061189858640131,-0.2974639,-0.0002686099,-2.905531,0.7758297,0.00234610428641035,2.11853215840015e-06,0.05125,0,0,0,-1,-1
131,138873,-0.00234052165893731,-2.95374530230521e-05,0.00947475570565046,-0.0339484018031919,0.00326277567015955,-0.5140158,-0.006486895,-7.455609,0.7165574,0.00234052165893731,2.95374530230521e-05,0.07625,0,0,0,-1,-1
132,6064,0.00232758198018441,1.40389081664717e-05,0.0192635810787347,-0.00678248660418204,0.0185793290535159,0.2651944,0.001599531,-0.7727665,2.116847,0.00232758198018441,1.40389081664717e-05,0.05625,0,0,0,1,1
133,100145,0.00232489414241105,9.68766586374862e-05,0.00681430030333109,-0.00220599279382477,0.0244236080509742,6.348341,0.2645308,-6.02367,66.69095,0.00232489414241105,9.68766586374862e-05,0.0925,0,0,0,1,1
134,149105,0.00231962664295307,5.39187487755128e-05,0.0097936728092131,-0.00288684476836735,0.0367943219512573,1.061545,0.02467516,-1.321124,16.83841,0.00231962664295307,5.39187487755128e-05,0.07,0,0,0,1,1
135,2891,-0.00231183739219454,-7.46003108697197e-06,0.0218249674421739,-0.0170936140871836,0.00574931933667179,-0.2523232,-0.0008142176,-1.865665,0.6275037,0.00231183739219454,7.46003108697197e-06,0.04125,0,0,0,-1,-1
136,88317,-0.00228541249412179,-9.97186239139009e-05,0.00694420373967539,-0.0271945327127511,0.00234108510927783,-2.484564,-0.1084081,-29.56427,2.545088,0.00228541249412179,9.97186239139009e-05,0.07875,0,0,0,-1,-1
137,91821,-0.00228230960050789,-0.000100447968312871,0.0069808137912621,-0.0275488836630973,0.00253294889540451,-2.545561,-0.1120341,-30.72649,2.82511,0.00228230960050789,0.000100447968312871,0.07875,0,0,0,-1,-1
138,109174,0.00225755774207813,0.000132349392719085,0.00674272627793397,-0.00282674258832321,0.0249342959339714,0.30421,0.01783432,-0.3809087,3.359941,0.00225755774207813,0.000132349392719085,0.09625,0,0,0,1,1
139,53777,0.0022559036746843,4.55636339233253e-05,0.0094252288294988,-0.00313976810609775,0.0321858134584844,12.77861,0.258096,-17.78527,182.3171,0.0022559036746843,4.55636339233253e-05,0.06375,0,0,0,1,1
140,17553,-0.002253696998054,-1.21601880417689e-05,0.0204062825396509,-0.0132211148468082,0.00407840085156982,-0.2769094,-0.00149411,-1.624465,0.5011089,0.002253696998054,1.21601880417689e-05,0.03875,0,0,0,-1,-1
141,131925,-0.00224082235648333,-5.37932018422029e-05,0.00755679554731448,-0.0280927229065823,0.00268388635440888,-0.8285096,-0.01988921,-10.38685,0.9923257,0.00224082235648333,5.37932018422029e-05,0.08375,0,0,0,-1,-1
142,97770,0.00223942443119821,6.93720939059936e-05,0.00927201971296762,-0.00238564279102193,0.0301747970776252,0.8801705,0.02726561,-0.9376393,11.85973,0.00223942443119821,6.93720939059936e-05,0.0675,0,0,0,1,1
143,73002,0.00222489663067916,3.52563147497558e-05,0.00931275147693998,-0.0020394561501449,0.0382671569164839,1.720278,0.02726,-1.576897,29.58797,0.00222489663067916,3.52563147497558e-05,0.05375,0,0,0,1,1
144,84378,0.00221244908923724,7.62460424513401e-05,0.00743704835981746,-0.003408372798038,0.0269487969453881,0.3176404,0.01094661,-0.4893387,3.869027,0.00221244908923724,7.62460424513401e-05,0.08375,0,0,0,1,1
145,96136,-0.00221162726532588,-6.45232508011441e-05,0.0092310054523687,-0.0324763465096659,0.00261353679786713,-15.94966,-0.4653242,-234.2106,18.84812,0.00221162726532588,6.45232508011441e-05,0.065,0,0,0,-1,-1
146,90949,0.00220820524953533,1.42886387564983e-05,0.0243203116157571,-0.00572582188770084,0.0161877087975236,0.2382995,0.001541965,-0.6179048,1.746904,0.00220820524953533,1.42886387564983e-05,0.04625,0,0,0,1,1
147,20340,0.00220663373737733,0.000100235066625909,0.00646934071829122,-0.00289844956340572,0.0244200569651872,2.490604,0.1131343,-3.27145,27.56266,0.00220663373737733,0.000100235066625909,0.085,0,0,0,1,1
148,117136,0.00219641907301109,3.74278470945016e-05,0.0130238393531604,-0.00434619444824288,0.0311340781864132,11.33089,0.1930829,-22.42116,160.6146,0.00219641907301109,3.74278470945016e-05,0.04875,0,0,0,1,1
149,23808,0.00219209086012579,0.000116922515810641,0.00671445146621619,-0.00240898983229341,0.0265063942550712,2.435934,0.1299287,-2.67696,29.4549,0.00219209086012579,0.000116922515810641,0.08,0,0,0,1,1
150,71057,-0.00218660739661138,-4.43485038697892e-05,0.0080782766085214,-0.0294960927897968,0.00312860974001066,-3.168899,-0.06427123,-42.74665,4.534079,0.00218660739661138,4.43485038697892e-05,0.07875,0,0,0,-1,-1
151,39802,0.00218066088776036,3.2610708760304e-05,0.00966275625569412,-0.00319472755968298,0.0313316503801757,11.39792,0.1704503,-16.69827,163.7649,0.00218066088776036,3.2610708760304e-05,0.06625,0,0,0,1,1
152,50526,-0.00216347912518095,-0.000107455843030593,0.00692822128396149,-0.0266718166859264,0.0031937456895739,-0.2480044,-0.0123179,-3.057449,0.3661061,0.00216347912518095,0.000107455843030593,0.0775,0,0,0,-1,-1
153,90800,-0.00215846569912475,-5.61862437315029e-05,0.00858049207888402,-0.0295833450709643,0.00355762301321383,-19.09246,-0.496989,-261.6761,31.46855,0.00215846569912475,5.61862437315029e-05,0.0725,0,0,0,-1,-1
154,112357,-0.00215117392141931,-3.46160845671619e-05,0.00952852694831316,-0.030376652857099,0.00370884669598371,-3.353095,-0.05395705,-47.34893,5.781082,0.00215117392141931,3.46160845671619e-05,0.07,0,0,0,-1,-1
155,4753,-0.00213854286116785,-0.000113730422063876,0.00786982899045611,-0.0227529969822835,0.00287992054100336,-2.075361,-0.1103703,-22.08078,2.794836,0.00213854286116785,0.000113730422063876,0.0675,0,0,0,-1,-1
156,35414,-0.00211653156171352,-5.36484972089568e-05,0.00743551075854703,-0.0306356969007989,0.00256186675179123,-0.8032613,-0.02036056,-11.62679,0.9722738,0.00211653156171352,5.36484972089568e-05,0.06875,0,0,0,-1,-1
157,8843,-0.00210989239981556,-0.000138394120717798,0.00590948417794271,-0.0242082206445984,0.00192519185380173,-0.6301021,-0.04133027,-7.229587,0.5749428,0.00210989239981556,0.000138394120717798,0.07625,0,0,0,-1,-1
158,93162,-0.00210716654451645,-9.13808239583255e-05,0.00718099349444682,-0.0242865000234864,0.00198619138752095,-30.97049,-1.343088,-356.9556,29.19244,0.00210716654451645,9.13808239583255e-05,0.07625,0,0,0,-1,-1
159,19891,0.00210635435421993,9.19302551212609e-05,0.0068961145360407,-0.002914433001954,0.0266421933469116,0.317037,0.01383684,-0.4386646,4.010037,0.00210635435421993,9.19302551212609e-05,0.0725,0,0,0,1,1
160,75064,0.00210537235587061,7.51014351876893e-05,0.00765325498830867,-0.00238829184425954,0.0270200710481759,24.84711,0.8863293,-28.18605,318.8845,0.00210537235587061,7.51014351876893e-05,0.0625,0,0,0,1,1
161,153306,0.00210176264973192,2.11339764871918e-05,0.0141364446883777,-0.00406491173882811,0.0256104641037032,0.3279862,0.003298019,-0.6343414,3.996588,0.00210176264973192,2.11339764871918e-05,0.04625,0,0,0,1,1
162,98187,-0.00209173387660883,-5.08543884189444e-05,0.00612712772078846,-0.0230414723048734,0.00243857632045491,-1.642964,-0.03994387,-18.09805,1.915394,0.00209173387660883,5.08543884189444e-05,0.0925,0,0,0,-1,-1
163,130889,-0.00208645616253646,-5.88794941256543e-05,0.00722349886149648,-0.0280112212580669,0.00184187569771548,-1.573725,-0.04441028,-21.12767,1.389248,0.00208645616253646,5.88794941256543e-05,0.07125,0,0,0,-1,-1
164,47783,-0.00205186092413868,-7.09595512422165e-05,0.00667095174035648,-0.0262008227053425,0.00231764145025569,-1.163692,-0.04024398,-14.85953,1.314427,0.00205186092413868,7.09595512422165e-05,0.07375,0,0,0,-1,-1
165,91647,0.00203322327538138,2.53046980752801e-05,0.00870722561598093,-0.00383715410479316,0.0297472074207781,14.48366,0.1802579,-27.33395,211.9041,0.00203322327538138,2.53046980752801e-05,0.07,0,0,0,1,1
166,45246,0.00203131595293009,4.91023189508652e-05,0.00641438819852519,-0.00305808762460492,0.0252339598656433,1.061566,0.02566087,-1.598157,13.18727,0.00203131595293009,4.91023189508652e-05,0.08375,0,0,0,1,1
167,19339,0.00203121569623843,7.75710094851479e-05,0.00659623158976064,-0.00264861410657587,0.0254015323945644,0.3529408,0.01347862,-0.460219,4.41373,0.00203121569623843,7.75710094851479e-05,0.075,0,0,0,1,1
168,74808,-0.00202404007769674,-0.000129264539859604,0.00673088541176454,-0.026218981408616,0.00266143463852084,-1.203111,-0.07683621,-15.58484,1.581985,0.00202404007769674,0.000129264539859604,0.0675,0,0,0,-1,-1
169,82266,-0.00202002708118769,-8.83603022833236e-05,0.00685360170834587,-0.0273957198599759,0.002530070990313,-0.8859152,-0.03875183,-12.01483,1.109603,0.00202002708118769,8.83603022833236e-05,0.07125,0,0,0,-1,-1
170,157933,0.00201963396690744,0.000107902457990526,0.00658288219432316,-0.00205597843222715,0.0226051438923061,0.3384925,0.01808455,-0.3445839,3.788643,0.00201963396690744,0.000107902457990526,0.07125,0,0,0,1,1
171,71519,0.00199909795631861,1.2240486993743e-05,0.0172950239540263,-0.00468848455635481,0.0161528231496727,0.2959662,0.001812203,-0.6941296,2.391424,0.00199909795631861,1.2240486993743e-05,0.04375,0,0,0,1,1
172,84589,0.00199683673915375,7.09829846304166e-05,0.00595082046555137,-0.00238232637234142,0.0233136806899568,0.2511709,0.008928553,-0.2996595,2.932498,0.00199683673915375,7.09829846304166e-05,0.0725,0,0,0,1,1
173,118735,0.00199159662828697,7.0565976935711e-05,0.00729443033954329,-0.00315304539078835,0.0252548168060354,2.278994,0.08074899,-3.608045,28.89921,0.00199159662828697,7.0565976935711e-05,0.07625,0,0,0,1,1
174,116892,0.0019883836123736,2.62890875419653e-05,0.01025187652599,-0.0033500408034655,0.0326826202412604,0.8868455,0.01172528,-1.494163,14.57688,0.0019883836123736,2.62890875419653e-05,0.0525,0,0,0,1,1
175,68797,0.00198830908523304,9.47302780767203e-05,0.00641705953720822,-0.00258808460431426,0.0237716408169892,0.484001,0.02305957,-0.6300004,5.786574,0.00198830908523304,9.47302780767203e-05,0.07875,0,0,0,1,1
176,47417,0.00198537515775638,8.09241832146535e-06,0.0102973434069839,-0.00314109018471623,0.029580722547574,5.042564,0.02055357,-7.977913,75.13074,0.00198537515775638,8.09241832146535e-06,0.05375,0,0,0,1,1
177,52822,0.00198175987595341,4.83957933001832e-05,0.0077533555287989,-0.00302912426465371,0.0302662452520493,2.400239,0.05861532,-3.668771,36.65743,0.00198175987595341,4.83957933001832e-05,0.06625,0,0,0,1,1
178,100057,0.00197855247686399,8.47658850045039e-06,0.0163943690900656,-0.00473888293519315,0.0184746413669561,0.2177383,0.0009328425,-0.5215107,2.033121,0.00197855247686399,8.47658850045039e-06,0.05,0,0,0,1,1
179,47797,0.00197744061837303,7.27730837926496e-05,0.00731475046668803,-0.0028613943331524,0.0287499233707329,0.9188679,0.03381586,-1.329619,13.35938,0.00197744061837303,7.27730837926496e-05,0.06,0,0,0,1,1
180,105568,0.00197641986476673,2.92731901183971e-05,0.00806855673407309,-0.00256155649164733,0.0257253131844804,8.61102,0.1275397,-11.16039,112.082,0.00197641986476673,2.92731901183971e-05,0.06125,0,0,0,1,1
181,36045,-0.00197623182454615,-2.86097682866501e-05,0.00740744246802455,-0.0273595572050469,0.00330185119495307,-0.7873428,-0.01139831,-10.90021,1.315478,0.00197623182454615,2.86097682866501e-05,0.07625,0,0,0,-1,-1
182,77768,0.0019695117271178,9.28742554524953e-05,0.00640732758768527,-0.00286820841793651,0.0243310025242515,0.2296525,0.01082949,-0.334444,2.837087,0.0019695117271178,9.28742554524953e-05,0.07875,0,0,0,1,1
183,143363,0.00195991800686927,7.08216017356285e-05,0.00637809944323422,-0.00280971935281524,0.0248309600435951,0.428289,0.01547621,-0.6139909,5.426159,0.00195991800686927,7.08216017356285e-05,0.07875,0,0,0,1,1
184,153196,0.00195477482087113,5.62802843957665e-05,0.0077593146989313,-0.00288424122753573,0.0279522279942301,1.164202,0.03351877,-1.717763,16.64747,0.00195477482087113,5.62802843957665e-05,0.06125,0,0,0,1,1
185,53162,-0.00195332272007098,-4.12199925460667e-05,0.00789286074254883,-0.026358110269888,0.00350892827033732,-2.08728,-0.04404683,-28.16573,3.749568,0.00195332272007098,4.12199925460667e-05,0.07125,0,0,0,-1,-1
186,74704,0.00193008195960462,8.78261549470917e-05,0.00648761153115094,-0.00239834077935564,0.025123270507264,0.3868894,0.01760495,-0.4807529,5.036017,0.00193008195960462,8.78261549470917e-05,0.07375,0,0,0,1,1
187,26287,0.00192522067752582,5.70494261442722e-05,0.00829210467601981,-0.00277982412540414,0.029604649859596,15.2306,0.4513233,-21.99145,234.2051,0.00192522067752582,5.70494261442722e-05,0.05625,0,0,0,1,1
188,40692,0.00192297521202471,2.4829565577361e-05,0.00891139854052749,-0.00368727159510714,0.0302161730495557,1.391988,0.01797342,-2.669112,21.87264,0.00192297521202471,2.4829565577361e-05,0.0675,0,0,0,1,1
189,132650,0.00191262956602846,6.66926157346387e-06,0.0149999004685483,-0.00578726405877786,0.0212299550803409,3.468777,0.01209549,-10.49588,38.50301,0.00191262956602846,6.66926157346387e-06,0.04625,0,0,0,1,1
190,7506,0.00189554037870324,1.33793285084885e-05,0.0168528024394342,-0.00489014221857144,0.0122056118853807,0.2198227,0.001551579,-0.5671017,1.415465,0.00189554037870324,1.33793285084885e-05,0.03875,0,0,0,1,1
191,81486,-0.001892979725149,-5.87741836267234e-05,0.00636440079143809,-0.0266906285806882,0.00215350810656481,-0.4800346,-0.01490436,-6.768391,0.5461012,0.001892979725149,5.87741836267234e-05,0.06375,0,0,0,-1,-1
192,101199,-0.00189285803305907,-9.8947910525569e-05,0.00602147090918496,-0.0213220286464052,0.00245477456649788,-0.6077331,-0.03176885,-6.845787,0.7881457,0.00189285803305907,9.8947910525569e-05,0.0725,0,0,0,-1,-1
193,149693,-0.00188378109214439,-1.14840837330567e-05,0.010128117962986,-0.0307230229993046,0.00460906595625164,-0.6363323,-0.003879269,-10.37809,1.556921,0.00188378109214439,1.14840837330567e-05,0.05875,0,0,0,-1,-1
194,48823,-0.00188278698029126,-7.62803571314451e-05,0.00724637858641196,-0.0232679593439023,0.00200549939366408,-3.190966,-0.1292807,-39.43476,3.39894,0.00188278698029126,7.62803571314451e-05,0.0625,0,0,0,-1,-1
195,45489,0.00188046498972417,8.72604187630454e-05,0.00729056512486295,-0.00274224796294702,0.0302378481708102,4.035625,0.1872677,-5.885079,64.89279,0.00188046498972417,8.72604187630454e-05,0.065,0,0,0,1,1
196,35123,-0.00186863670210086,-5.86268973230729e-05,0.00732192314293875,-0.0252533898755964,0.00205687625231674,-11.11383,-0.3486871,-150.1961,12.2334,0.00186863670210086,5.86268973230729e-05,0.06125,0,0,0,-1,-1
197,912,0.00186619400902536,7.89892604170252e-05,0.00587455003449608,-0.00252859407198347,0.0206041517007962,6.095568,0.2580034,-8.259171,67.29955,0.00186619400902536,7.89892604170252e-05,0.0725,0,0,0,1,1
198,38111,0.00185747737077858,6.62833975212747e-06,0.0155010215407727,-0.00476560898452596,0.0149045720106873,0.2337692,0.0008341968,-0.5997665,1.875786,0.00185747737077858,6.62833975212747e-06,0.04,0,0,0,1,1
199,77634,0.00184432115497309,7.84611573130084e-05,0.00641946719418542,-0.00232590817776551,0.0237826613221572,0.5206487,0.02214945,-0.6565999,6.713804,0.00184432115497309,7.84611573130084e-05,0.07375,0,0,0,1,1
200,59799,0.00184381523361292,6.51284002963172e-05,0.00640847127747551,-0.00229307657129258,0.0251140228844603,0.7669839,0.02709189,-0.9538661,10.44685,0.00184381523361292,6.51284002963172e-05,0.0725,0,0,0,1,1
